Description,TotalSales,AvgProfitMargin,TargetBrand
Champagne Pommerey 04 Gr Cru,14797.04,52.11515276,No
Dry Creek Chenin Blanc Dry,11332.41,37.49855503,No
Tsilili Tsipouro,9227.75,23.35390534,No
Cruzan Vanilla Flavored Rum,9198.63,23.15812246,No
Warre's Fine Selected Ruby P,10115.93,30.14423785,No
Ch Beaucastel Chtnf Pap,9799.02,27.89115646,No
Drouhin St Veran,10572.36,33.22815341,No
Ruca Malen Malbec Rsv,9945.95,29.02437676,No
Cakebread Clrs Two Creeks 12,16155.96,56.30764127,No
Torres Celeste Crianza,10052.91,29.90825542,No
M D 20/20 Electric Melon Red,10282.23,31.73737604,No
Merriam Danielle Svgn Bl RRV,10108.94,30.58025866,No
Rosenblum Vntr Cve XXX Znfdl,11084.11,36.74728959,No
Vecchia Romagna Nera Brandy,8005.14,12.47198675,No
Smirnoff Light Lemon Sorbet,20503.05,65.86922433,No
Villa Pozzi Pnt Grigio Vnzie,11441.29,38.86353724,No
Nora Albarino Rias Baixas,9577.8,27.05005325,No
Two Hands Angels Share Shira,10876.6,35.77634555,No
Folonari Pnt Nr Venezie,10346.3,32.49760784,No
Giorgio Carnevale Barbr Asti,8584.84,18.95131418,No
Latour 11 Corton-Chrl Bl AC,7583.21,8.253101259,No
Ruffino Unoaked Chard Toscna,10802.81,35.61258598,No
Educated Guess Chard,11567.31,40.11710588,No
Woodwork Pnt Nr,11029.35,37.21452307,No
Jim Beam w/2 Rocks Glasses,15708.97,55.93282055,No
Ponzi Pnt Gris Willamette,15441.13,55.25716058,No
Bonpas Cote du Rhone Rouge R,11507.53,39.97252234,No
Pepperwood Grove Cab Svgn,11075.07,37.68707557,No
The Calling Pnt Nr RRV,7921.83,12.99990028,No
Moscato Pink Bubbly 480 Plt,10539.41,34.66787989,No
Sequinot-Bordet Chablis Four,7233.73,4.813422674,No
Canyon Rd Pnt Nr,10269.76,33.16211869,No
Ridge Lytton Spring Znfdl,14143.25,51.52825553,No
Black Opal Cshmre Cab/Merlot,15193.79,54.88920144,No
Salmon Run Chard/Rsl,10456.07,34.50062978,No
Wente Riverbank Rsl Monterey,12331.53,44.4977225,No
Murrieta's Well The Whip Wh,10786.37,36.56661138,No
Juve y Camps Brut Nature,10202.8,33.03955777,No
Scagliola Mati Barbera,10459.87,34.73456171,No
Sandeman Character Sherry,10798.35,36.78108229,No
Clynelish Single Malt Scotch,8878.52,23.15487266,No
Schmitt Sohne Auslese Michls,9370.14,27.27109734,No
P & J Cold Soaked Pineapples,10237.45,57.40103201,No
Old New England Cinn Egg Nog,8534.79,20.34074652,No
Rhetoric 22 Year Bourbon,9239.16,26.4751341,No
Root 1 Svgn Bl,13222.11,48.63754726,No
Faustino Gr Rsva Rioja,10270.89,33.92471344,No
Ravage Knight Fall Dark Red,8249.12,17.76686483,No
Lavergne Brdx Rouge,9867.65,31.25688487,No
Craggy Range Svgn Bl Marlbro,10384.44,34.70769729,No
Murphy-Goode Merlot Alexandr,12018.39,43.66633135,No
Goose Bay Svgn Bl,10273.59,34.20410976,No
Farnum Hill Farmhouse Cider,10266.58,34.18723665,No
Gekkeikan Sake Horin,9479.25,28.7310705,No
Cuttings Red,11397.72,40.73867405,No
Maker's Mark Combo Pack,32120.82,78.97631505,No
La Crema Pnt Nr Williamette,10032.56,32.69295175,No
Sebastiani Pnt Nr Sonoma,9643.1,30.07103525,No
Riunite Raspberry,11812.49,42.91736967,No
Stags Leap Svgn Bl Napa,7896.88,14.76836421,No
Sonoma Loeb Chard Sangiacomo,7816.6,13.96975667,No
Florio Dry Marsala Italy,8660.12,22.35072955,No
Lyrarakis Okto Syrah Blend,9190.01,26.86493268,No
White Mountain Moonshine,10468.76,35.80213894,No
Yellow Tail Bubbles White,11496.12,41.55941309,No
Foris Rogue Vly Gewurz,7189.64,6.722589726,No
Dylan's Ghost Hell Hollow CS,11074.62,39.66664319,No
Cupcake Shiraz,11096.37,39.79003945,No
Rihaku Nigori Dreamy Clouds,9854.52,32.28345977,No
Rex Goliath Red Sangria,10827.22,38.38926336,No
Natura Chard Casablanca,10375.34,35.71343204,No
Sella & Mosca Vermentino Ca,9020.97,26.09819121,No
Stonehedge Cab Svgn Cal,10399.8,35.98723052,No
DeKuyper Creme de Cassis,9115.86,26.99580731,No
Christian Bros Holiday Nog,8982.15,25.9475738,No
Ch Gassier Pas du Moine Vict,8851.15,24.90806279,No
Pearl Vodka,16417.17,59.55161578,No
Dumangin Champagne Cuvee 17,11809.99,43.79046892,No
Meander Cab Svgn Napa Vly,8458.63,21.60716333,No
Smirnoff Sorbet Mango/Pasion,27633.96,66.46309157,No
Banfi Poggio Alle Mura Montl,9308.6,28.80153836,No
Elderton Barossa Shiraz,8434.3,21.44078347,No
Groth Chard Napa,8673.12,23.61433948,No
Cecchi Bonizio Red Blend,11938.28,44.50984564,No
Christian Bros Dry Sherry,9612.99,31.1207023,No
Hall Svgn Bl Napa,10441.11,36.61880777,No
Murrieta's Well The Spur,10245.42,35.41240867,No
Bleu de Mer Rose,9404.76,29.70219336,No
The Feathery Blended Scotch,15122.44,56.28165825,No
Tequila Rose Strawberry Gift,9698.52,31.90919852,No
Cline Chard Sonoma Cst,14122.12,53.24186454,No
DeWetshof Limestone Hl Chard,9177.07,28.05568662,No
Honoro Vera Garnacha Calatyd,11493.07,42.64456755,No
Kono Svgn Bl,10515.83,37.40617716,No
Truchard Carneros Cab Svgn,7124.73,7.918054439,No
Gerard Bertrand Pnt Nr Rsv,9456.26,30.70748901,No
Fanal Madeira Full Rich,8989.08,27.14004103,No
Black Pearl Oro,8298.96,21.09372741,No
McCormick Long Island Iced,8248.2,20.69687932,No
Papa Pilar Double Barrel Rum,10597.35,38.30004671,No
Trivento Rsv Cab Malbec,12534.4,47.86978236,No
Writer's Block 12 Lake Count,8851.14,26.22419259,No
Wolf Blass Yllw Lbl Cab Svgn,11210.76,41.77691789,No
Bluebird Pinot Noir,9959.21,34.47311584,No
Pacific Rim Yakima Gewurz,10237.32,36.30657242,No
S A Prum Luminance Rsl Mosel,7942.06,17.94169271,No
El Toro Gold Tequila,9012.72,27.74656264,No
Arrow Blackberry Brandy,10085.59,35.44889293,No
Rex Goliath Pnt Grigio,10563.38,38.39159436,No
M D 20/20,8993.46,27.77918621,No
Laya Tinto Almansa,9310.79,30.26757128,No
Lange Willamette Chard,10751.29,39.67570403,No
Kendall Jackson AVANT Svgn B,11530.1,43.77091265,No
Ch de la Ragotiere Muscadet,8782.35,26.37801955,No
Phillips Incognito Lodi Rd,8957.4,27.89872061,No
Santa Cristina Pnt Grigio,7543.08,14.65396098,No
Jack Daniels SB-BTB Joe Bell,8298.34,22.54005018,No
Old New England Pumpkin Nog,8996.13,28.68266688,No
EnRoute Pnt Nr,11621.91,44.89838589,No
Once Upon A Vine Pnt Nr,10438.5,38.67375581,No
Yalumba Y Series Shiraz Ausl,10281.6,38.07160364,No
Calling All Angels Chard,9963.53,36.09614263,No
Grgich Hills Merlot Napa,7953.15,19.95926142,No
Skinnygirl Red Wine,10560.9,39.82245831,No
Citadelle Gin,13333.26,52.35148793,No
Honeymaker Dry Mead,11211.93,43.39136973,No
Northstar Merlot Columbia,9481.8,33.07325613,No
Picket Fence Chard RRV,10204.69,37.83583823,No
Pepe Lopez White,8701.29,27.11149726,No
Ch Beaucastel Coud Rouge,9303.18,31.88888101,No
Villa Jolanda Xmas Spumante,7692.3,17.68508769,No
Ch Paradis Rose Cotes D Prov,8716.29,27.37299929,No
Secco-Bertani Verona,9939.59,36.31930492,No
Orleans Hill Syrah Lodi,10394.58,39.13828168,No
Poli Sarpa Grappa,16252.05,61.08792429,No
Penn Dutch Egg Nog,8604.69,26.52506947,No
GlenDronach Tawny Port 15 Yr,14139.21,55.3889503,No
Duckhorn Chard Napa Vly,8537.56,26.16028467,No
Bridlewood Pnt Nr,9520.47,33.8728025,No
Salviano Orvieto 13 Clsco,9675.89,35.04380476,No
The Deveron 12 Yr Scotch,11592.52,45.79073403,No
Chene Bleu Rose,9686.86,33.41318029,No
Marcus James Malbec Mendoza,9518.18,34.02908959,No
Ch La Mission 09 HB Pessac,10399.87,39.668092,No
Steak House Cab Svgn,7094.91,11.73573731,No
Ferrari-Carano Siena Sonoma,16782.78,62.69509581,No
Bella Sera Moscato,11500.23,31.84242168,No
Corvo Moscato Siciliarvo,8151.88,23.51543448,No
Rosemount Shiraz/Cab Svgn,11326.87,44.98921591,No
P Michael L'Espirit Brdx,10798.8,42.38989517,No
Sea Hagg Amber Rum,8956.8,30.5689532,No
Kesselstatt Rsl RK QbA Mosel,8358.32,25.6288345,No
Felino Vino Cobos Malbec,8815.1,29.51004526,No
Ch Brane-Cantenac Margaux 01,8579.22,27.57453475,No
Big House Birdman Pnt Grigio,8567.64,27.4896004,No
Castello di Bossi Chianti Cl,6380.01,2.664729366,No
Beringer Classic Svgn Bl,10523.5,41.00974011,No
Frey Znfdl Organic Mendocino,9266.15,33.00518554,No
Old New England Choc Egg Nog,8835.36,29.76992449,No
Penley Est Phoenix Cab Svgn,7869.9,21.19849045,No
Marie Brizard Orange Curacao,10206.73,39.27095162,No
Cryptic California Red,9351.54,33.75101855,No
Pigmentum Rose Malbec Vigour,8321.06,25.58339923,No
Estancia Svgn Bl Pinnacles,13180.86,53.02347495,No
McWilliams Hanwood Shiraz,9988.46,38.02648256,No
Stranahans Diamond Peak,7908.87,21.76075723,No
Gallo Twin Valley Hearty Bur,9543.57,35.16954347,No
Ch Castel Maures 15 Rose Cuv,9147.97,32.37275592,No
Antinori Chianti Clsc Pepoli,10940.35,43.46149803,No
Heavyweight Cab Svgn,7216.58,14.39269017,No
Red Sox Club Series Cab Svgn,9747.03,36.70030768,No
Dewatsuru Kimoto Junmai Sake,11248.41,45.15704886,No
Ch Francs Brdx CdFrancs,12317.75,50.08016886,No
Henkell Brut,9085.74,32.3283519,No
Heartland Spice Trader Sh/CS,9950.78,38.2243402,No
Trentadue Znfdl Alex Vly,9342.67,34.22437055,No
Beringer Fndr Est Pnt Grigio,11221.27,45.31456778,No
Corral De Peidra Cab Svgn,9196.54,33.34710663,No
Bully Hill Goat Wh Semi-Dry,9643.8,36.4920467,No
Easton Amador Cnty Znfdl,10616.04,42.33442979,No
Cecchi Cern Chianti Clsc RSV,8157.42,25.03463105,No
Ice Fox Vodka,6569.4,6.945839803,No
Atteca Garnacha Old Vines,10674.26,42.73242361,No
Wilson Winery Znfdl,6187.91,1.492911177,No
Old Tahoe Straight Rye,10220.52,40.39637905,No
Ayala Brut Majeur,8117.15,24.95654263,No
Castello Banfi Belnero Prop,8887.39,31.46953155,No
Rosemount Diamond Merlot,10800.19,43.70543481,No
Casa Liliana Good Chianti,10012.67,39.30200436,No
Fire & Flood The Flood Pnt N,7498.5,19.19543909,No
Renzo Masi Chianti Rufina,9448.83,35.87587035,No
C Krug Svgn Bl Napa,9075.53,33.36455281,No
C Y Toro Frontera Pnt Grigio,9999.47,39.60259894,No
Presidential 20-Yr Tawny Dec,8658.6,30.25535306,No
Santa Rita RSV Merlot,11285.27,46.49308346,No
Fulchino Vyds Barbera Red,7636.18,20.93834876,No
Ch La Mission Haut Brion 10,9849.5,38.77404944,No
Flagstone Noon Gun White,8926.23,32.47496423,No
Arrowood Cab Svgn Sonoma Vly,8667.01,30.57594257,No
Riunite Lambrusco Rose,10190.24,40.97558056,No
The Seeker Malbec,9318.29,35.54514831,No
A Bichot Chard Bourgogne,7452.23,19.43364604,No
Caposaldo Prosecco Brut,9137.04,34.31811615,No
Vieux Telegraphe Chtnf Pape,12673.31,52.6601969,No
The Calling Cab Svgn Rio Lgo,8721.51,31.25101043,No
Barkan Clsc Cab Svgn,9121.48,34.26593053,No
Placido Sangiovese Primever,10294.31,41.80804736,No
The Path Cab Svgn,10335.7,42.09893863,No
Calico Jack Mango Rum,15592.14,61.62399773,No
Deep Eddy Sweet Tea Vodka,7229,17.32853783,No
Klinker Brick Farrah Syrah,7315.84,18.34498841,No
Studebaker Old Fashioned RTD,10625.43,43.94730378,No
Rosemount Gewurz/Rsl,9045.22,34.26528045,No
Nicolas Catena Zapata Mendza,7509.31,21.0598577,No
Clio Jumilla Red,7513.33,21.11713448,No
Brotte La Griveliere CDR,9872.88,39.99400378,No
Montes RSV Colchagua Malbec,9157.95,35.47638937,No
Ridge Znfdl Paso Robles,8485.34,30.52016772,No
Hogue Genesis Meritage,9212.5,36.0238806,No
Flag Hill Marechal Foch NH,11184.39,47.32497704,No
Ch Capbern Gasqueton St Este,6000.93,1.837548513,No
Principato Pnt Nr Pavia,8747.61,32.71304962,No
Le Val Grenache Rose,7835.87,24.99709668,No
Kendall Jackson Sp Sel Chard,8776.68,33.05896991,No
LaBelle Winery Americus,7196.4,18.36835084,No
Stellina di Notte Prosecco,7052.94,16.71388102,No
Il Poggione Rosso Montalcino,6783.39,13.47246731,No
Drouhin Pouilly Fuisse,8060.64,27.20156216,No
Montinore Pnt Gris Ore,8614.88,32.00659789,No
Writer's Block Cab Franc,8106.93,27.81484483,No
I Lauri Tavo Pnt Grigio,6754.05,13.43564232,No
D'Armailhac Pauillac 05,12187.56,52.07137442,No
C Y Toro Frontera Carmenere,9385.73,37.76935838,No
Pura Vida Silver Tequila,9469.54,38.34399559,No
Renzo Masi Chiant Rufina RS,7345.98,20.52455901,No
Terre Rouge Syrah Les Cotes,9813.79,40.63211053,No
Emilio Lustau Amontillado S,8056.08,27.70876158,No
Dom Faiveley Mercurey 14 Bl,6344.47,8.253959748,No
Vietti Barbera D'Asti Vigne,6401.41,9.077218925,No
Broadbent Madeira Rainwater,8072.89,28.03172098,No
Colombo Marsala Dry,8687.93,33.13850365,No
DeKuyper Creme de Cacao Whit,7866.25,26.17168282,No
Granite Lightning Whiskey,9264.69,37.34922593,No
Canella Prosecco Di Conegli,9224.66,37.14846943,No
Volpaia Citto Toscana,8514.32,31.90671715,No
Black Velvet,10197.47,59.80875042,No
Mollydooker The Boxer Shiraz,8862.58,34.61497668,No
Ch St Jean Pnt Nr Sonoma Cst,12140.27,52.30740338,No
Ch Boston Margaux,6454.87,10.54723023,No
Silverado Solo SLD Cab Svgn,13948.61,58.62254375,No
Ch Monet,7931.04,27.31117231,No
Schramsberg Mirabelle B Rose,9408.24,38.83213013,No
A Bichot Petit Chablis,8693.33,33.81535039,No
Jean Dauvissat Chablis St Pi,7617.25,24.55702517,No
Due Torri Pnt Nr del Venezie,9372.38,38.80999277,No
Monadnock Moonshine,6435.78,10.92781295,No
Masciarelli Rose d'Abruzzo,10207.8,43.92347029,No
Marie Brizard Chocolat Royal,11475.88,50.14752681,No
Coldcock American Herbal Whi,9399.81,39.24451664,No
Kru 82 Vodka,7440.09,23.28869678,No
Wicked 87 Whiskey,12513.32,41.87660685,No
Dom Tempier Bandol Rose Pro,9749.32,41.51899825,No
Aldial Naia Rueda White,9153.2,37.7482192,No
Kenwood J London Znfdl,8419.15,32.35920491,No
Clayhouse Svgn Bl Paso Roble,13320.89,57.33543329,No
Metze's Slct Indiana Bourbon,8848.82,35.81720501,No
Masi Masianco Pnt Grg/Verd,9605.53,40.91944953,No
Acorn Sangiovese Alegria RRV,8434.98,32.76996507,No
Ardbeg Dark Cove Com Release,7259.34,21.98299019,No
Valdivieso Cab Franc Rsva,7167.57,21.02358261,No
Domain Drouhin Pnt Nr Ore,9069.84,37.59206337,No
Beefeater 24,11206.25,54.38237881,No
Fat Bastard Shiraz,10311.77,45.21522493,No
Sivas-Sonoma Cab Svgn,8326.17,32.30681093,No
Callia Alta Malbec,9461.46,40.51446605,No
M Chiarlo 10 Chiarlo Rosso,8401.59,33.10337686,No
Jim Beam Signature Craft,14404.2,61.00012496,No
Kenwood Chard Sonoma,6248.46,10.16058357,No
Morgan Winery Syrah G-17 Mon,8061.5,30.4040191,No
Catalpa Malbec,9269.79,39.6038098,No
Hennessy Paradis,14399.82,61.2401405,No
Fonterutoli Chianti Clsco,7740.48,27.9207491,No
Moonstone Asian Pear Sake,8367.03,33.48583667,No
Caribou Crossing Canadian,7398.52,24.86078297,No
Ch St Michel Brdx Superur,9696.61,42.74081354,No
Ch Cheval Blanc St Emil 11,8099.91,31.50701674,No
San Felice Il Grigio Gr Sel,6675.28,16.89067724,No
Beringer KVR Cab Svgn,7898.42,29.77228357,No
The Shepherd Svgn Bl,8671.5,36.06677045,No
Pink Pegau Rose,9595.2,42.29343839,No
W Hill Cab Svgn Central Cst,8391.6,34.07764908,No
Guenoc Petite Sirah N Cst,8288.7,33.27047667,No
Mas Donis Montsant Old Vines,9963.88,44.49049968,No
Siduri Pnt Nr 13 Clos Pepe,7631.39,27.56496523,No
Casa Ferreirinha Esteva Doro,9411.18,41.2845148,No
Dow's 10 Yr Old Tawny Port,7296.82,24.27852133,No
Clos du Bois Unoaked Chard,5808.55,5.046870561,No
Mollydooker Maitre D Cab Svg,7978.93,30.89800261,No
Jewell Towne Chardonnay,8070.93,31.7253402,No
T.T. Handy Sazerac Rye Whisk,8369.07,34.15935104,No
Grape Time Super Tuscan,7325.07,24.819285,No
Pearl Cucumber Vodka,24807.03,65.14072387,No
Cousino Macul RSV Cab Svgn,9821.93,44.07657151,No
Jaume Serra Cristalino Rose,8200.19,33.02923469,No
Penfolds Koonunga Hill Chard,9925.18,44.67274145,No
Guigal Gigondas,6207.93,11.5573146,No
Cabot Trail Maple Whisky,13887.6,60.5581958,No
Cigar Box Cab Svgn Valle Cen,8123.22,32.63533426,No
Flagstone Longitude Red,7849.77,30.31031482,No
Boundary Breaks OLN Rsl,6440.83,15.11653001,No
The Calling Dutton Chard RRV,7736.13,29.39221549,No
J Lohr Seven Rst Cv Cab Svgn,8228.9,33.71045948,No
Ch Bonnet Red,7606.64,28.38257102,No
Dr Frank Johannisberg Rsl,11865.8,12.65840729,No
Villa Sandi Il Fresco Prosec,13211.91,58.8613607,No
Cono Sur Organic Cab Svgn,8875.27,38.85932484,No
Fattoria di Basciano Chianti,7601.81,28.67777542,No
Gekkeikan Suzaku Sake,7848.27,30.93446072,No
Nicolis Amarone Valpo Clsc,5707.94,5.079590886,No
Jewell Towne Seyval NH,7940.93,31.8222173,No
Pieropan Soave Clsc,10199.85,47.14716393,No
Grape Time Wh Cranbery Pnt G,7625.13,29.32631968,No
1792 Port Finish Bourbon,6998.25,23.08077019,No
Thorny Rose Svgn Bl NZ,7901.48,31.88111594,No
Ch Vrai Caillou Wh Brdx,8367.65,35.7022581,No
Mont Redon CdP Red,13797.27,61.03663986,No
Conn Crk Ltd Rls Np Cab Svgn,6878.25,21.91851125,No
Le Gr Bouqueteau Chinon Roug,7211.49,25.58458793,No
Stonehedge Merlot Cal,8211.98,34.71367441,No
Santa Rita Secret Rsv Red,8864.14,39.51900579,No
Rainstorm Pnt Nr,8844.43,39.45748906,No
Garnacha de Fuego 14 Rose Ar,8507.83,37.06268226,No
Boca Loca Cachaca,10766.64,50.32359213,No
Gerard Metz Pnt Gris,7251.01,26.36832662,No
White Oak Chard RRV,6391.22,16.52861269,No
Apaltagua Rose Carmenere,7671.02,30.45592372,No
Lacoste Borie Pauillac,7291.13,26.87278927,No
Root 1 Pnt Nr,9121.53,41.58479992,No
Joseph Carr Merlot Napa Vly,10321.19,48.49276101,No
Sean Minor Red Napa Vly,7808.09,31.97286404,No
Ch St Sulpice Brdx Blanc,6746.08,21.38664232,No
Ultimat Vodka,17597.67,69.88283108,No
The Naked Grape Chard,8147.66,34.97298611,No
Canyon Rd Merlot,8207.87,35.45365606,No
Juarez Triple Sec,6755.07,21.67764361,No
Heidsieck Monopole Gold Top,8268.26,36.04446401,No
Castle Rock Merlot Cal,13279.4,60.1829902,No
Iris Vineyard Pnt Nr,6936.53,23.87721238,No
Presidente Solera Brandy,7604.95,30.58770932,No
Royal Brackla 12 Yr Scotch,10725.37,50.86789547,No
Palagetto Vernaccia Gimigano,8012.49,34.24091637,No
Seven Falls Cab Svgn,7550.13,30.22808879,No
Cantele Salice Salentino Rsv,9190.06,42.73584721,No
Chalk Hill Estate Red,8408.36,37.44475736,No
Stone Fruit Rsl,6459.62,18.78624439,No
Sierra Cantabria Rioja Tint,8327.06,37.00825982,No
Dominio de Eguren Protocolo,8667.51,39.51319352,No
Avion Tasting Flight 3/375mL,9852.96,46.84927169,No
Tozai Blossom of Peace,7333.72,28.61903645,No
Fort Ross Pnt Nr Sonoma Cst,37307.56,85.97281623,No
Mt Tabor Galilee Chard,8036.27,34.943699,No
Huber Hugo Gruner Veltliner,8741.4,40.22650834,No
Skyy Watermelon Fresca Vodka,9124.83,42.75531709,No
Massolino Barolo Serralunga,7878.03,33.74016093,No
Sensi Chianti DOCG,8666.77,39.77756419,No
Baileys Espresso Creme,10360.35,49.66270445,No
Rene Junot White,8612.28,39.46318513,No
Frey Vyds Organic Agrul Red,8498.19,38.71130205,No
Ruffino Chianti Clsc Santdam,9044.4,42.50165848,No
Raymond R Field Blend Lot 7,8287.72,37.28552606,No
Alexander Vly Vyds Merlot,6072.19,14.41934459,No
14 Hands Red Blend Ltd,9570.42,45.94594595,No
Complicated Pnt Nr,16141.5,67.98314903,No
Pouilly Fume Minet Vls Vgns,9335.33,44.64095003,No
Flaco Tempranillo,8262.92,37.53201048,No
Sheffield Marsala Silver Lne,7982.89,35.35411361,No
Parkers Heritage 24Yr Bourbn,6499.74,20.63682547,No
Catena Alta Historic Rows CS,5530.71,6.865845434,No
Rancho Zabaco Monte Rsso Znf,5740.72,10.30184367,No
Ardbeg Perpetuum Single Malt,13228.62,61.07847984,No
Mt Brave Cab Svgn Mt Veeder,6959.03,26.03710575,No
Heidsieck Monopole Rose Top,6334.53,18.90290203,No
Ole Smoky Shine Nog,6223.16,17.47681242,No
Glenfiddich Trio 200ml Pack,9148.17,43.88877776,No
Olivier & Lafont Ventx Rouge,6692.91,23.33260122,No
Leflaive Macon Verze,6010.33,14.69353596,No
Paul Masson Ruby Burgundy,8454.25,39.39284975,No
Canyon Oaks Chard Cal,10530.64,30.04921068,No
Antinori Orvieto Clsc Campo,8881.82,42.35956144,No
Skinnygirl Mojito RTD,15779.89,67.56200455,No
Ch Pichon Longville 12 Pauil,14499,64.70763501,No
Fuki Plum Wine,8622.79,40.72150661,No
Fulchino Vyds 603 Red,6805.46,24.90617827,No
C Y Toro Casillero Pnt Nr,11780.19,56.6237896,No
Paul Masson Chablis,13125.27,39.35020677,No
Innocenti Vignalsole Rosso,5896.74,13.51153349,No
Due Torri Pinot Grigio Dell,11105.33,36.11302414,No
Catalpa Chard,7910.74,35.76024493,No
M & R Sparkling Rose,8902.21,42.91776986,No
Mile Marker Pnt Nr,8094.19,37.24387493,No
Codorniu Original Spklg Cava,7828.82,35.16072665,No
Bodegas Borsao 14 Rose,8417.12,39.74661167,No
Dominus 13 Christian Moueix,5979.77,15.30443479,No
Morgan Winery Double L Chard,7040.04,28.06432918,No
Dunn Cab Svgn Howell Mtn,8839.32,42.73665848,No
Ben Marco Malbec,8271.76,38.93838796,No
Ch Grand Leoville 10 Brdx,8459.82,40.34293874,No
Verde Sole Petite Sirah,5506.91,8.364218772,No
Natura Valle Cab Svgn Cntrl,8249.77,38.83465842,No
Wines of Substance Cab Svgn,5467.19,7.721882722,No
Epiphany Revelation,7278.61,30.82978756,No
Bracero Blanco Tequila,11660.73,56.87679931,No
Skyy Infusions Blueberry,6501.33,22.69304896,No
Choyomusubi Ryo Junmai Sake,6728.82,25.40148198,No
P & J Cold Soaked Peaches,10165.49,69.26609814,No
Dry Creek Vyds Est Block 10,7470.5,32.9881534,No
Fattoire Barbi 10 Brunello,6424.47,22.1847094,No
Carpene Malvolti Sprklg Rose,6666.66,25.04717505,No
Old Forrester 1870 Craft,13378.45,62.71735515,No
Frey Natural Red Organic Ca,6359.8,21.62646624,No
Turnbull Cab Svgn Napa,5526.75,9.871081558,No
Blossom Hill Chard,7154.49,30.39252274,No
Simi Chard Sonoma Cty,5097.83,2.42671882,No
J Lohr Falcon's Perch Pnt Nr,7406.01,33.06517274,No
Kamora Coffee Gift Pack,7627.64,35.1303942,No
Aviary Red Blend,5894.72,16.06251018,No
Tiziano Chianti,7232.57,31.806398,No
Little Penguin Merlot Ausl,7275.09,32.23685205,No
Pepperwood Grove Pnt Nr,9378.43,47.48598646,No
Righetti Campolieti Valpo,6592.12,25.29626281,No
La Caplana Gavi di Gavi,6654.65,26.03908545,No
Columbia Crest Vns Merlot/Ca,7712.4,36.20909185,No
Schmitt Sohne Liebfraumilch,7277.08,32.49655081,No
Ca'Momi Pinot Noir Napa Vall,9584.62,48.77418197,No
Ole Smoky Harley-Davidson,6347.33,22.70072613,No
Talbott Logan Slpy Hl Pnt Nr,8731.08,43.80672265,No
Blue Current Junmai Ginjo,5298.21,7.5785973,No
Talley Vyds Chard,6182.25,20.91972987,No
Catena Historic Rows Chard,5516.08,11.37691984,No
24 Knots Pnt Nr,9393.62,47.98969939,No
Latour Beaujolais Villages,8482.22,42.40847325,No
Candia Vyds Classic Cab Svgn,7092.93,31.15820965,No
Dow LBV Port,5819.64,16.12522424,No
Benchmark Egg Nog,6931.98,29.59067972,No
Masi Modello Delle Venezie,7185.27,32.26768096,No
Tracia Malbec,11439.44,57.48209703,No
Zenato Valpolicella Clsc Ri,7242.59,32.85758272,No
Louis M Martini Cab Svgn,7479.37,34.9899791,No
Franciscan Est Svgn Bl Napa,6726.69,27.73592956,No
Rosemount Pnt Nr Ausl,7923.33,38.65988164,No
The Dreaming Tree Everyday,15925.05,69.48832186,No
Banfi Pnt Grigio Rime,7485.78,35.14102739,No
SakeMoto Junmai Sake,7524.63,35.53171385,No
La Clarence Haut Brion 10,10610.46,54.33864319,No
Kunde Magnolia Lane Svgn Bl,8003.41,39.47005089,No
Five Rivers Cab Svgn,8571.78,43.48478379,No
Two Oceans WestrnCape Shiraz,6964.77,30.62628055,No
Jefferson's Rsv Groth Resrve,15918.01,69.69947877,No
Candia Vyds Diamond,7345.1,34.42390165,No
Bacardi Tangerine Rum,11563.37,58.41549652,No
Steele Clear Lake Merlot Cty,8047.86,40.27455746,No
Ch Cos D'Estournel 10,10217.73,39.5025426,No
San Felice Campogiovanni Bru,6048.79,20.68413683,No
Chapoutier Cotes du Rhone R,6767.79,29.11068458,No
Pirassununga Cachaca 51 Rum,5788.38,17.15298581,No
The Rule Cab Svgn Napa Vly,5026.2,4.642075524,No
JP Chenet Pnt Noir,7773.2,38.42934699,No
Krupps Brothers Veraison,5119.36,6.752211214,No
Yellow Tail RSV Shiraz Ausl,8818.28,45.94694203,No
Sea Hagg Spiced Rum,9319.24,48.93907658,No
Red Diamond Malbec,7441.25,36.1288762,No
Ch Angelus 10,6935.83,31.50567416,No
Ole Smoky Pumpkin Pie,6228.72,23.8045698,No
Notre Dame Luberon Rose,7332.66,35.30055942,No
Alate Kosher Wine,7967.74,40.53144304,No
Copain Tous Ensemble Pnt Nr,5253.81,9.870741424,No
Cuvee Aurora Rose Sparkling,7380.8,35.98254932,No
Drambuie 15 Yr Old,5738.36,17.7911459,No
Eagle Glen Cab Svgn Napa Vly,6970.83,32.32599274,No
Barton Gin,6347.22,25.68872672,No
Antinori Tignanello,9115.97,48.28273897,No
Franzia Tap Wh Grenache Cal,7592.5,37.91504774,No
SW4 London Dry Gin,12819.87,63.23231047,No
Finca La Linda Cab Svgn,8189.21,42.74991116,No
Cambridge & Sunset Pnt Nr,6808.1,31.18197441,No
Ch Mouton Rothschild 12 Paui,16919.64,72.40632779,No
Linie Aquavit,10921.62,57.25396049,No
Bowen's American Whiskey,11385.6,59.09218662,No
Cecchi Nobile Montepulciano,7202,35.39433491,No
Bird Dog Chocolate Whiskey,8970.27,48.15719036,No
Michel Chapoutier Vigne Rose,6987.63,33.48588863,No
Candia Vyds Noiret Vault RSV,6640.57,30.01022503,No
